gid,nome,tipo,fk
607,América Dourada,MUNICÍPIO,29
608,Nova Brasilândia D'Oeste,MUNICÍPIO,9
609,Alvorada D'Oeste,MUNICÍPIO,9
610,Retirolândia,MUNICÍPIO,29
611,Rio Real,MUNICÍPIO,29
612,Rolim de Moura,MUNICÍPIO,9
613,Castanheiras,MUNICÍPIO,9
614,Jandaíra,MUNICÍPIO,29
615,Gavião,MUNICÍPIO,29
664,Santana do Araguaia,MUNICÍPIO,13
665,Juazeiro,MUNICÍPIO,29
666,Carlinda,MUNICÍPIO,21
667,Santa Brígida,MUNICÍPIO,29
668,Vila Rica,MUNICÍPIO,21
669,Novo Mundo,MUNICÍPIO,21
670,Jaguarari,MUNICÍPIO,29
671,Santa Cruz do Xingu,MUNICÍPIO,21
672,Riacho Frio,MUNICÍPIO,6
673,Campo Formoso,MUNICÍPIO,29
674,Tocantínia,MUNICÍPIO,15
675,Colniza,MUNICÍPIO,21
676,Pilão Arcado,MUNICÍPIO,29
677,Rio Crespo,MUNICÍPIO,9
678,Pão de Açúcar,MUNICÍPIO,16
679,Lábrea,MUNICÍPIO,11
680,Dois Irmãos do Tocantins,MUNICÍPIO,15
681,Machadinho D'Oeste,MUNICÍPIO,9
682,São Félix do Xingu,MUNICÍPIO,13
683,Sento Sé,MUNICÍPIO,29
684,São José do Ouro,MUNICÍPIO,22
685,Nonoai,MUNICÍPIO,22
686,Ituporanga,MUNICÍPIO,18
687,Trindade do Sul,MUNICÍPIO,22
688,Cacique Doble,MUNICÍPIO,22
689,Jacutinga,MUNICÍPIO,22
690,São Valério do Sul,MUNICÍPIO,22
691,Porto Mauá,MUNICÍPIO,22
692,Marcelino Ramos,MUNICÍPIO,22
693,Rio Branco,MUNICÍPIO,10
694,Paulo Afonso,MUNICÍPIO,29
695,Xapuri,MUNICÍPIO,10
696,Capela,MUNICÍPIO,20
697,Pindobaçu,MUNICÍPIO,29
698,Cristalândia,MUNICÍPIO,15
699,Belém,MUNICÍPIO,27
700,Gaurama,MUNICÍPIO,22
701,Horizontina,MUNICÍPIO,22
702,Erechim,MUNICÍPIO,22
703,Vargem,MUNICÍPIO,18
704,Maximiliano de Almeida,MUNICÍPIO,22
705,Novo Machado,MUNICÍPIO,22
706,Frederico Westphalen,MUNICÍPIO,22
707,Planalto,MUNICÍPIO,22
708,Cachoeira do Arari,MUNICÍPIO,13
709,Anajás,MUNICÍPIO,13
710,São José do Cerrito,MUNICÍPIO,18
711,Correia Pinto,MUNICÍPIO,18
712,Ponte Alta,MUNICÍPIO,18
713,Aratiba,MUNICÍPIO,22
714,São Valentim,MUNICÍPIO,22
715,Benjamin Constant do Sul,MUNICÍPIO,22
717,Bom Conselho,MUNICÍPIO,28
718,Feira da Mata,MUNICÍPIO,29
719,Entre Rios,MUNICÍPIO,29
720,Sucupira do Norte,MUNICÍPIO,7
721,Adustina,MUNICÍPIO,29
750,Campos Novos,MUNICÍPIO,18
751,Entre Rios do Sul,MUNICÍPIO,22
752,Erval Grande,MUNICÍPIO,22
753,Palmeira,MUNICÍPIO,18
754,Curitibanos,MUNICÍPIO,18
755,Otacílio Costa,MUNICÍPIO,18
756,Tiradentes do Sul,MUNICÍPIO,22
757,Erval Seco,MUNICÍPIO,22
758,Faxinalzinho,MUNICÍPIO,22
875,São Martinho,MUNICÍPIO,22
876,Áurea,MUNICÍPIO,22
877,Três Palmeiras,MUNICÍPIO,22
878,Campinas do Sul,MUNICÍPIO,22
879,Ponte Preta,MUNICÍPIO,22
722,São Miguel dos Milagres,MUNICÍPIO,16
723,Lagoa do Tocantins,MUNICÍPIO,15
724,Vidal Ramos,MUNICÍPIO,18
725,Curuá,MUNICÍPIO,13
726,Lagoa dos Patos,MUNICÍPIO,24
727,Castanheira,MUNICÍPIO,21
728,Monte Santo,MUNICÍPIO,29
729,Amparo de São Francisco,MUNICÍPIO,20
730,Ponte Alta do Tocantins,MUNICÍPIO,15
731,Euclides da Cunha,MUNICÍPIO,29
732,Banzaê,MUNICÍPIO,29
733,Monte do Carmo,MUNICÍPIO,15
734,Parnaguá,MUNICÍPIO,6
735,Cícero Dantas,MUNICÍPIO,29
736,Terra Nova do Norte,MUNICÍPIO,21
737,Montes Altos,MUNICÍPIO,7
738,Juruena,MUNICÍPIO,21
739,Capixaba,MUNICÍPIO,10
740,Peixoto de Azevedo,MUNICÍPIO,21
741,Lima Campos,MUNICÍPIO,7
742,Buriti,MUNICÍPIO,7
743,Nina Rodrigues,MUNICÍPIO,7
744,Itapecuru Mirim,MUNICÍPIO,7
745,Amarante do Maranhão,MUNICÍPIO,7
746,Redentora,MUNICÍPIO,22
747,Seberi,MUNICÍPIO,22
748,Viadutos,MUNICÍPIO,22
749,Itatiba do Sul,MUNICÍPIO,22
759,Rio Largo,MUNICÍPIO,16
760,Formosa do Sul,MUNICÍPIO,18
761,Itaguaçu da Bahia,MUNICÍPIO,29
762,Nova Rosalândia,MUNICÍPIO,15
763,Barra do Choça,MUNICÍPIO,29
764,Pérola d'Oeste,MUNICÍPIO,17
765,Suzano,MUNICÍPIO,31
766,Tucano,MUNICÍPIO,29
767,Santa Cruz Cabrália,MUNICÍPIO,29
768,Alto Alegre,MUNICÍPIO,12
769,Bonfim,MUNICÍPIO,12
770,Caracaraí,MUNICÍPIO,12
771,Iracema,MUNICÍPIO,12
772,Amapá,MUNICÍPIO,14
773,Presidente Nereu,MUNICÍPIO,18
774,Novo Triunfo,MUNICÍPIO,29
775,Santa Tereza do Tocantins,MUNICÍPIO,15
776,Nova Guarita,MUNICÍPIO,21
777,Malhada dos Bois,MUNICÍPIO,20
778,Nova Bandeirantes,MUNICÍPIO,21
779,Cedro de São João,MUNICÍPIO,20
780,Canudos,MUNICÍPIO,29
781,Alto Parnaíba,MUNICÍPIO,7
782,Nossa Senhora da Glória,MUNICÍPIO,20
783,Matupá,MUNICÍPIO,21
830,São Francisco do Piauí,MUNICÍPIO,6
831,Campina Grande,MUNICÍPIO,27
832,Goianésia do Pará,MUNICÍPIO,13
833,Santa Luzia,MUNICÍPIO,7
834,Dom Eliseu,MUNICÍPIO,13
835,Conceição do Lago-Açu,MUNICÍPIO,7
836,Matões do Norte,MUNICÍPIO,7
837,São Mateus do Maranhão,MUNICÍPIO,7
838,Tufilândia,MUNICÍPIO,7
839,Pirapemas,MUNICÍPIO,7
840,Itaipava do Grajaú,MUNICÍPIO,7
841,Barra do Corda,MUNICÍPIO,7
880,Caxias,MUNICÍPIO,7
1049,Candeias do Jamari,MUNICÍPIO,9
1081,Nova Lacerda,MUNICÍPIO,21
1082,Licínio de Almeida,MUNICÍPIO,29
1083,São João d'Aliança,MUNICÍPIO,30
1084,Uruçuca,MUNICÍPIO,29
784,Afonso Cunha,MUNICÍPIO,7
785,Bandeirantes do Tocantins,MUNICÍPIO,15
786,São Sebastião do Umbuzeiro,MUNICÍPIO,27
787,Brasilândia do Tocantins,MUNICÍPIO,15
788,Carnaubeira da Penha,MUNICÍPIO,28
789,Caruaru,MUNICÍPIO,28
790,Santa Cruz,MUNICÍPIO,28
791,Santa Filomena,MUNICÍPIO,28
792,Ribeiro Gonçalves,MUNICÍPIO,6
793,Brejo da Madre de Deus,MUNICÍPIO,28
794,São Bento do Tocantins,MUNICÍPIO,15
795,Colinas do Tocantins,MUNICÍPIO,15
796,Campo Alegre do Fidalgo,MUNICÍPIO,6
797,Betânia,MUNICÍPIO,28
798,Conceição do Araguaia,MUNICÍPIO,13
799,Redenção,MUNICÍPIO,13
800,Pequizeiro,MUNICÍPIO,15
801,Palmeirante,MUNICÍPIO,15
802,Baixa Grande do Ribeiro,MUNICÍPIO,6
803,Bernardo Sayão,MUNICÍPIO,15
804,Bom Jesus,MUNICÍPIO,25
805,Floresta do Araguaia,MUNICÍPIO,13
806,João Lisboa,MUNICÍPIO,7
807,Tasso Fragoso,MUNICÍPIO,7
808,Sambaíba,MUNICÍPIO,7
809,Guajará,MUNICÍPIO,11
810,Arapoema,MUNICÍPIO,15
811,Aroeiras,MUNICÍPIO,27
812,Nova Olinda,MUNICÍPIO,15
813,Pau D'Arco,MUNICÍPIO,13
814,Bom Jardim,MUNICÍPIO,28
815,Santa Cecília,MUNICÍPIO,27
816,Alcantil,MUNICÍPIO,27
817,Aliança,MUNICÍPIO,28
818,Eirunepé,MUNICÍPIO,11
819,Mâncio Lima,MUNICÍPIO,10
820,Filadélfia,MUNICÍPIO,15
821,Balsas,MUNICÍPIO,7
822,Pau D'Arco,MUNICÍPIO,15
823,Ipixuna,MUNICÍPIO,11
824,Itaueira,MUNICÍPIO,6
825,São José do Egito,MUNICÍPIO,28
826,Gado Bravo,MUNICÍPIO,27
827,Benedito Leite,MUNICÍPIO,7
828,São Félix de Balsas,MUNICÍPIO,7
829,Chapadinha,MUNICÍPIO,7
868,Palmeiras,MUNICÍPIO,29
869,Botuverá,MUNICÍPIO,18
870,Monte Carlo,MUNICÍPIO,18
871,Tangará,MUNICÍPIO,18
872,Alecrim,MUNICÍPIO,22
873,Tuparendi,MUNICÍPIO,22
874,Ribamar Fiquene,MUNICÍPIO,7
842,Altinho,MUNICÍPIO,28
843,São Luís Gonzaga do Maranhão,MUNICÍPIO,7
844,Satubinha,MUNICÍPIO,7
845,Bacabal,MUNICÍPIO,7
846,Joselândia,MUNICÍPIO,7
847,Paraí,MUNICÍPIO,22
848,São Jorge,MUNICÍPIO,22
849,Augusto Pestana,MUNICÍPIO,22
850,Alpestre,MUNICÍPIO,22
851,Pejuçara,MUNICÍPIO,22
852,Santo Cristo,MUNICÍPIO,22
853,São Geraldo do Araguaia,MUNICÍPIO,13
854,Sucupira do Riachão,MUNICÍPIO,7
855,Rio dos Índios,MUNICÍPIO,22
856,Santa Tereza do Oeste,MUNICÍPIO,17
857,Erval Velho,MUNICÍPIO,18
858,Itá,MUNICÍPIO,18
859,Gonçalves Dias,MUNICÍPIO,7
860,Lagoa Grande do Maranhão,MUNICÍPIO,7
861,Esperantinópolis,MUNICÍPIO,7
862,Pedreiras,MUNICÍPIO,7
863,São João do Soter,MUNICÍPIO,7
864,Açailândia,MUNICÍPIO,7
865,Arame,MUNICÍPIO,7
866,Cidelândia,MUNICÍPIO,7
867,Tanque do Piauí,MUNICÍPIO,6
881,José de Freitas,MUNICÍPIO,6
882,Bom Jesus das Selvas,MUNICÍPIO,7
883,Buriticupu,MUNICÍPIO,7
884,Marajá do Sena,MUNICÍPIO,7
885,Itaituba,MUNICÍPIO,13
886,Tapauá,MUNICÍPIO,11
887,Altamira,MUNICÍPIO,13
888,Anori,MUNICÍPIO,11
889,Muricilândia,MUNICÍPIO,15
890,Borba,MUNICÍPIO,11
891,Bom Jardim,MUNICÍPIO,7
892,Coari,MUNICÍPIO,11
893,Nova Olinda do Norte,MUNICÍPIO,11
894,Careiro,MUNICÍPIO,11
895,Autazes,MUNICÍPIO,11
896,Alto Alegre do Pindaré,MUNICÍPIO,7
897,Canutama,MUNICÍPIO,11
898,Pauini,MUNICÍPIO,11
899,Pacajá,MUNICÍPIO,13
900,Babaçulândia,MUNICÍPIO,15
901,São Raimundo das Mangabeiras,MUNICÍPIO,7
902,Apuí,MUNICÍPIO,11
903,Jacareacanga,MUNICÍPIO,13
904,Água Branca,MUNICÍPIO,6
905,Atalaia do Norte,MUNICÍPIO,11
906,Serra Redonda,MUNICÍPIO,27
907,Xinguara,MUNICÍPIO,13
908,Salgadinho,MUNICÍPIO,27
909,Feira Nova do Maranhão,MUNICÍPIO,7
910,Montadas,MUNICÍPIO,27
911,Carmolândia,MUNICÍPIO,15
912,Junco do Seridó,MUNICÍPIO,27
913,Capitão Poço,MUNICÍPIO,13
914,São Pedro dos Crentes,MUNICÍPIO,7
915,Piraquê,MUNICÍPIO,15
916,Turilândia,MUNICÍPIO,7
917,Manaus,MUNICÍPIO,11
918,Garrafão do Norte,MUNICÍPIO,13
919,Maraã,MUNICÍPIO,11
920,Irituia,MUNICÍPIO,13
921,Porto de Moz,MUNICÍPIO,13
922,Cachoeira do Piriá,MUNICÍPIO,13
923,Tucumã,MUNICÍPIO,13
999,Fonte Boa,MUNICÍPIO,11
1000,Rio Preto da Eva,MUNICÍPIO,11
1001,Ipixuna do Pará,MUNICÍPIO,13
1002,Cajari,MUNICÍPIO,7
1003,Monção,MUNICÍPIO,7
1004,Zé Doca,MUNICÍPIO,7
924,Cuitegi,MUNICÍPIO,27
925,São Domingos do Azeitão,MUNICÍPIO,7
926,Formosa da Serra Negra,MUNICÍPIO,7
927,Piçarra,MUNICÍPIO,13
928,Cajazeiras do Piauí,MUNICÍPIO,6
929,Pedra Lavrada,MUNICÍPIO,27
930,Borborema,MUNICÍPIO,27
931,Canaã dos Carajás,MUNICÍPIO,13
932,Mirador,MUNICÍPIO,7
933,Sítio Novo,MUNICÍPIO,7
934,Curionópolis,MUNICÍPIO,13
935,São João do Paraíso,MUNICÍPIO,7
936,Xambioá,MUNICÍPIO,15
937,Palmeiras do Tocantins,MUNICÍPIO,15
938,Riachinho,MUNICÍPIO,15
939,Parauapebas,MUNICÍPIO,13
940,Porto Franco,MUNICÍPIO,7
941,Nova Floresta,MUNICÍPIO,27
942,Serra de São Bento,MUNICÍPIO,25
943,Senador La Rocque,MUNICÍPIO,7
944,Governador Eugênio Barros,MUNICÍPIO,7
945,Araguatins,MUNICÍPIO,15
946,São João do Araguaia,MUNICÍPIO,13
947,Santo Antônio dos Milagres,MUNICÍPIO,6
948,Grajaú,MUNICÍPIO,7
949,Lajeado Novo,MUNICÍPIO,7
950,Beneditinos,MUNICÍPIO,6
951,Parnarama,MUNICÍPIO,7
952,Matões,MUNICÍPIO,7
953,Passagem Franca,MUNICÍPIO,7
954,Passagem,MUNICÍPIO,25
955,São José do Brejo do Cruz,MUNICÍPIO,27
956,Novo Aripuanã,MUNICÍPIO,11
957,Palestina do Pará,MUNICÍPIO,13
958,Tuntum,MUNICÍPIO,7
1005,São João do Carú,MUNICÍPIO,7
1006,Caapiranga,MUNICÍPIO,11
1007,Codajás,MUNICÍPIO,11
1008,Presidente Juscelino,MUNICÍPIO,7
1009,Baião,MUNICÍPIO,13
1010,Pedro do Rosário,MUNICÍPIO,7
1011,Araguanã,MUNICÍPIO,7
1012,Nova Olinda do Maranhão,MUNICÍPIO,7
1013,Manacapuru,MUNICÍPIO,11
1014,Urucurituba,MUNICÍPIO,11
1015,Rosário,MUNICÍPIO,7
1072,Garopaba,MUNICÍPIO,18
1073,Barra do Bugres,MUNICÍPIO,21
1074,Mineiros,MUNICÍPIO,30
959,Pirambu,MUNICÍPIO,20
960,Águas Mornas,MUNICÍPIO,18
961,Três de Maio,MUNICÍPIO,22
962,São João da Urtiga,MUNICÍPIO,22
963,Pé de Serra,MUNICÍPIO,29
964,General Carneiro,MUNICÍPIO,21
965,Cosmópolis,MUNICÍPIO,31
966,Santo Antônio do Retiro,MUNICÍPIO,24
967,São Pedro do Piauí,MUNICÍPIO,6
968,Nova União,MUNICÍPIO,9
969,Acará,MUNICÍPIO,13
1075,Denise,MUNICÍPIO,21
970,São Geraldo do Baixio,MUNICÍPIO,24
971,São João da Mata,MUNICÍPIO,24
972,Buriti Bravo,MUNICÍPIO,7
973,São Francisco do Brejão,MUNICÍPIO,7
974,Anapu,MUNICÍPIO,13
975,Trairão,MUNICÍPIO,13
976,Davinópolis,MUNICÍPIO,7
977,Barcelos,MUNICÍPIO,11
978,Santa Isabel do Rio Negro,MUNICÍPIO,11
979,São Luiz,MUNICÍPIO,12
980,Rorainópolis,MUNICÍPIO,12
981,São João da Baliza,MUNICÍPIO,12
982,Alenquer,MUNICÍPIO,13
983,Caroebe,MUNICÍPIO,12
984,Almeirim,MUNICÍPIO,13
985,Ponta de Pedras,MUNICÍPIO,13
986,São Miguel do Guamá,MUNICÍPIO,13
987,Ourém,MUNICÍPIO,13
988,Pedro Régis,MUNICÍPIO,27
989,Westfália,MUNICÍPIO,22
1016,Matias Olímpio,MUNICÍPIO,6
1017,Pindaré-Mirim,MUNICÍPIO,7
1018,Mata Roma,MUNICÍPIO,7
1019,Ulianópolis,MUNICÍPIO,13
1076,Poções,MUNICÍPIO,29
1077,Nortelândia,MUNICÍPIO,21
1078,Planalto,MUNICÍPIO,29
1079,Caculé,MUNICÍPIO,29
1080,Arenápolis,MUNICÍPIO,21
990,Gandu,MUNICÍPIO,29
991,Itaparica,MUNICÍPIO,29
992,Barra Mansa,MUNICÍPIO,23
993,Barra do Piraí,MUNICÍPIO,23
994,Turiaçu,MUNICÍPIO,7
995,São Bernardo,MUNICÍPIO,7
996,Manaquiri,MUNICÍPIO,11
997,Iranduba,MUNICÍPIO,11
998,Igarapé Grande,MUNICÍPIO,7
1020,Jurema,MUNICÍPIO,6
1021,Cantanhede,MUNICÍPIO,7
1022,Brasil Novo,MUNICÍPIO,13
1023,Paragominas,MUNICÍPIO,13
1024,Anapurus,MUNICÍPIO,7
1025,Olho d'Água das Flores,MUNICÍPIO,16
1026,Vitória do Mearim,MUNICÍPIO,7
1027,Satuba,MUNICÍPIO,16
1028,Silves,MUNICÍPIO,11
1029,São Vicente Ferrer,MUNICÍPIO,7
1030,Itapiranga,MUNICÍPIO,11
1031,Glória,MUNICÍPIO,29
1032,Duque Bacelar,MUNICÍPIO,7
1033,Jordão,MUNICÍPIO,10
1034,Pedra,MUNICÍPIO,28
1035,Santa Filomena,MUNICÍPIO,6
1036,Olho d'Água do Casado,MUNICÍPIO,16
1037,Guarantã do Norte,MUNICÍPIO,21
1038,Monteirópolis,MUNICÍPIO,16
1039,Delmiro Gouveia,MUNICÍPIO,16
1040,Bujari,MUNICÍPIO,10
1041,Novo Progresso,MUNICÍPIO,13
1042,Paranaíta,MUNICÍPIO,21
1043,Apiacás,MUNICÍPIO,21
1044,Santa Rosa do Purus,MUNICÍPIO,10
1045,Macururé,MUNICÍPIO,29
1046,Abreulândia,MUNICÍPIO,15
1047,Rio dos Bois,MUNICÍPIO,15
1048,Itapuã do Oeste,MUNICÍPIO,9
1050,Messias,MUNICÍPIO,16
1051,Iati,MUNICÍPIO,28
1052,Itaíba,MUNICÍPIO,28
1053,Canapi,MUNICÍPIO,16
1054,Mata Grande,MUNICÍPIO,16
1055,Tupirama,MUNICÍPIO,15
1056,Petrolândia,MUNICÍPIO,28
1057,Planalto da Serra,MUNICÍPIO,21
1058,Caraíbas,MUNICÍPIO,29
1059,Cajuri,MUNICÍPIO,24
1060,Augusto de Lima,MUNICÍPIO,24
1061,Nilópolis,MUNICÍPIO,23
1062,Bonito,MUNICÍPIO,19
1063,Coluna,MUNICÍPIO,24
1064,Buíque,MUNICÍPIO,28
1065,Gravatá,MUNICÍPIO,28
1066,Ibimirim,MUNICÍPIO,28
1067,Presidente Kennedy,MUNICÍPIO,15
1068,Tupanatinga,MUNICÍPIO,28
1069,Iguaí,MUNICÍPIO,29
1070,Presidente Jânio Quadros,MUNICÍPIO,29
1071,Palhoça,MUNICÍPIO,18
1085,Aracatu,MUNICÍPIO,29
1086,Juvenília,MUNICÍPIO,24
1087,Nobres,MUNICÍPIO,21
1088,Mambaí,MUNICÍPIO,30
1089,Santo Afonso,MUNICÍPIO,21
1090,Buritinópolis,MUNICÍPIO,30
1091,Boa Nova,MUNICÍPIO,29
1092,Santa Terezinha de Goiás,MUNICÍPIO,30
1093,Nova Iguaçu de Goiás,MUNICÍPIO,30
1094,Simolândia,MUNICÍPIO,30
1095,Caetanos,MUNICÍPIO,29
1096,Posse,MUNICÍPIO,30
1097,Bom Jesus da Serra,MUNICÍPIO,29
1098,Nova Marilândia,MUNICÍPIO,21
1099,Ibiassucê,MUNICÍPIO,29
1100,São Gonçalo,MUNICÍPIO,23
1102,Tanhaçu,MUNICÍPIO,29
1103,Lagoa Real,MUNICÍPIO,29
1104,Parnamirim,MUNICÍPIO,25
1105,Chavantes,MUNICÍPIO,31
1106,Bertópolis,MUNICÍPIO,24
1107,Epitaciolândia,MUNICÍPIO,10
1108,Garruchos,MUNICÍPIO,22
1109,Santo Antônio das Missões,MUNICÍPIO,22
1110,Juruá,MUNICÍPIO,11
1111,Normandia,MUNICÍPIO,12
1112,Cantá,MUNICÍPIO,12
1113,Mucajaí,MUNICÍPIO,12
1114,Boa Vista,MUNICÍPIO,12
1115,Manduri,MUNICÍPIO,31
1116,Rafard,MUNICÍPIO,31
1117,Conchas,MUNICÍPIO,31
1118,Prado Ferreira,MUNICÍPIO,17
1119,Capela,MUNICÍPIO,16
1120,Naviraí,MUNICÍPIO,19
1121,Córrego do Bom Jesus,MUNICÍPIO,24
1122,Consolação,MUNICÍPIO,24
1123,Teodoro Sampaio,MUNICÍPIO,31
1124,Mogi Mirim,MUNICÍPIO,31
1125,Santa Maria da Serra,MUNICÍPIO,31
1126,Dois Córregos,MUNICÍPIO,31
1127,Borda da Mata,MUNICÍPIO,24
1128,Corumbataí,MUNICÍPIO,31
1129,São José do Alegre,MUNICÍPIO,24
1130,Espírito Santo do Pinhal,MUNICÍPIO,31
1131,Socorro,MUNICÍPIO,31
1132,Presidente Bernardes,MUNICÍPIO,31
1133,Vera Cruz,MUNICÍPIO,31
1134,Oscar Bressane,MUNICÍPIO,31
1135,São Pedro do Turvo,MUNICÍPIO,31
1136,Ocauçu,MUNICÍPIO,31
1137,Lupércio,MUNICÍPIO,31
1138,Piratininga,MUNICÍPIO,31
1139,Marília,MUNICÍPIO,31
1140,São Pedro,MUNICÍPIO,31
1141,Torrinha,MUNICÍPIO,31
1142,Paraguaçu Paulista,MUNICÍPIO,31
1143,Quatis,MUNICÍPIO,23
1144,Rio das Flores,MUNICÍPIO,23
1145,Bocaina de Minas,MUNICÍPIO,24
1146,Valença,MUNICÍPIO,23
1147,Vassouras,MUNICÍPIO,23
1148,Conchal,MUNICÍPIO,31
1149,Mogi Guaçu,MUNICÍPIO,31
1150,Petrópolis,MUNICÍPIO,23
1151,Irapuru,MUNICÍPIO,31
1152,Maria da Fé,MUNICÍPIO,24
1153,Piranguinho,MUNICÍPIO,24
1154,Santa Rita do Sapucaí,MUNICÍPIO,24
1155,Fátima do Sul,MUNICÍPIO,19
1156,Deodápolis,MUNICÍPIO,19
1157,Cachoeira de Minas,MUNICÍPIO,24
1158,São Sebastião do Rio Verde,MUNICÍPIO,24
1159,Marabá Paulista,MUNICÍPIO,31
1160,Nova Colinas,MUNICÍPIO,7
1161,Álvares Machado,MUNICÍPIO,31
1162,Jacutinga,MUNICÍPIO,24
1163,Passa Vinte,MUNICÍPIO,24
1164,Jaru,MUNICÍPIO,9
1165,Itirapina,MUNICÍPIO,31
1166,São José do Xingu,MUNICÍPIO,21
1167,Aripuanã,MUNICÍPIO,21
1168,Duque de Caxias,MUNICÍPIO,23
1169,Ubirajara,MUNICÍPIO,31
1170,Martinópolis,MUNICÍPIO,31
1171,Nantes,MUNICÍPIO,31
1172,Leme,MUNICÍPIO,31
1173,São José do Vale do Rio Preto,MUNICÍPIO,23
1174,Agudos,MUNICÍPIO,31
1175,Itajubá,MUNICÍPIO,24
1176,Caarapó,MUNICÍPIO,19
1177,Presidente Prudente,MUNICÍPIO,31
1178,Andradas,MUNICÍPIO,24
1179,Baependi,MUNICÍPIO,24
1180,Natércia,MUNICÍPIO,24
1181,Guariba,MUNICÍPIO,31
1182,Guapimirim,MUNICÍPIO,23
1183,Socorro do Piauí,MUNICÍPIO,6
1184,Santo Antônio de Pádua,MUNICÍPIO,23
1185,Delfim Moreira,MUNICÍPIO,24
1186,Lutécia,MUNICÍPIO,31
1187,Taciba,MUNICÍPIO,31
1188,Brotas,MUNICÍPIO,31
1189,Queluz,MUNICÍPIO,31
1190,São João do Pau d'Alho,MUNICÍPIO,31
1191,João Ramalho,MUNICÍPIO,31
1192,Narandiba,MUNICÍPIO,31
1193,Conceição da Aparecida,MUNICÍPIO,24
1194,Duartina,MUNICÍPIO,31
1195,Anaurilândia,MUNICÍPIO,19
1196,Rosana,MUNICÍPIO,31
1197,Laguna Carapã,MUNICÍPIO,19
1198,Garça,MUNICÍPIO,31
1199,Bauru,MUNICÍPIO,31
1200,Ouro Fino,MUNICÍPIO,24
1201,Presidente Alves,MUNICÍPIO,31
1202,Antônio Carlos,MUNICÍPIO,24
1203,Descoberto,MUNICÍPIO,24
1204,Dobrada,MUNICÍPIO,31
1205,Clementina,MUNICÍPIO,31
1206,Taquaritinga,MUNICÍPIO,31
1207,Rubiácea,MUNICÍPIO,31
1209,Salmourão,MUNICÍPIO,31
1210,Dracena,MUNICÍPIO,31
1211,Novo Horizonte,MUNICÍPIO,31
1212,Itajobi,MUNICÍPIO,31
1213,Alfenas,MUNICÍPIO,24
1214,Glicério,MUNICÍPIO,31
1215,Braúna,MUNICÍPIO,31
1216,Borborema,MUNICÍPIO,31
1217,Elói Mendes,MUNICÍPIO,24
1218,Divisa Nova,MUNICÍPIO,24
1219,Ibertioga,MUNICÍPIO,24
1220,Piedade do Rio Grande,MUNICÍPIO,24
1221,Caconde,MUNICÍPIO,31
1222,Itutinga,MUNICÍPIO,24
1223,Carrancas,MUNICÍPIO,24
1224,Guararapes,MUNICÍPIO,31
1225,Carmo da Cachoeira,MUNICÍPIO,24
1226,Motuca,MUNICÍPIO,31
1227,Guatapará,MUNICÍPIO,31
1228,Cabo Verde,MUNICÍPIO,24
1229,Araçatuba,MUNICÍPIO,31
1230,Pradópolis,MUNICÍPIO,31
1231,Mococa,MUNICÍPIO,31
1232,Cataguases,MUNICÍPIO,24
1233,Adamantina,MUNICÍPIO,31
1234,Itápolis,MUNICÍPIO,31
1235,Guaiçara,MUNICÍPIO,31
1236,Santa Rosa de Viterbo,MUNICÍPIO,31
1237,Tapiratiba,MUNICÍPIO,31
1238,Fernando Prestes,MUNICÍPIO,31
1239,Ouro Verde,MUNICÍPIO,31
1240,Flórida Paulista,MUNICÍPIO,31
1241,Santa Mercedes,MUNICÍPIO,31
1242,São João del Rei,MUNICÍPIO,24
1243,Cravinhos,MUNICÍPIO,31
1244,Luís Antônio,MUNICÍPIO,31
1245,Santa Adélia,MUNICÍPIO,31
1246,Monte Belo,MUNICÍPIO,24
1247,Santos Dumont,MUNICÍPIO,24
1248,Cachoeira Paulista,MUNICÍPIO,31
1249,Matão,MUNICÍPIO,31
1250,Piacatu,MUNICÍPIO,31
1251,Votuporanga,MUNICÍPIO,31
1252,Brasiléia,MUNICÍPIO,10
1253,Lavras,MUNICÍPIO,24
1254,Puxinanã,MUNICÍPIO,27
1255,Barbacena,MUNICÍPIO,24
1256,Boa Esperança do Sul,MUNICÍPIO,31
1257,Marapoama,MUNICÍPIO,31
1258,Carmo,MUNICÍPIO,23
1259,Pacaembu,MUNICÍPIO,31
1260,Andrelândia,MUNICÍPIO,24
1261,Mar de Espanha,MUNICÍPIO,24
1262,Gavião Peixoto,MUNICÍPIO,31
1263,Vila Nova dos Martírios,MUNICÍPIO,7
1264,Cássia dos Coqueiros,MUNICÍPIO,31
1265,Marabá,MUNICÍPIO,13
1266,Carmo de Minas,MUNICÍPIO,24
1267,Caiuá,MUNICÍPIO,31
1268,Ponta Porã,MUNICÍPIO,19
1269,Itaporã,MUNICÍPIO,19
1270,Pindorama,MUNICÍPIO,31
1271,Guaraçaí,MUNICÍPIO,31
1272,Alterosa,MUNICÍPIO,24
1273,Barrinha,MUNICÍPIO,31
1274,Ressaquinha,MUNICÍPIO,24
1275,Presidente Venceslau,MUNICÍPIO,31
1276,Alfredo Marcondes,MUNICÍPIO,31
1277,Vargem Grande do Sul,MUNICÍPIO,31
1278,Aperibé,MUNICÍPIO,23
1279,Santa Rita do Pardo,MUNICÍPIO,19
1280,Nova Independência,MUNICÍPIO,31
1281,Prados,MUNICÍPIO,24
1282,Boa Esperança,MUNICÍPIO,24
1283,Ariranha,MUNICÍPIO,31
1284,Miraí,MUNICÍPIO,24
